epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,21.5624,0.53143,6.99528,0.23502,0.43743,1.08282,0.99803,1,0.995,0.89638,0.46582,0.46667,0.36585,0.07324,0.53903,5.16888,0.23741,0.40848,0.79809,0.00026,0.00026,0.00026
2,50.2958,0.43084,4.85425,0.21335,0.35466,1.03216,0.99822,1,0.995,0.90748,0.53307,0.53333,0.44782,0.07434,0.56681,4.76468,0.23919,0.38404,0.82661,0.000534654,0.000534654,0.000534654
3,74.5051,0.40602,4.74955,0.20627,0.33994,1.00732,0.99776,1,0.995,0.92808,0.18386,0.16667,0.10485,0.02443,0.40096,5.71575,0.25097,0.37491,0.72369,0.000803764,0.000803764,0.000803764
4,111.073,0.40928,4.69795,0.23297,0.35514,1.0077,0.99786,1,0.995,0.94266,0.20829,0.2,0.19962,0.0333,0.36919,6.54079,0.24873,0.4123,0.68598,0.00106733,0.00106733,0.00106733
5,134.527,0.45933,4.66895,0.21251,0.36936,1.03331,0.99462,1,0.995,0.90726,0.60356,0.6,0.50044,0.10912,0.48097,4.24389,0.20154,0.51607,0.74626,0.00132535,0.00132535,0.00132535
6,162.316,0.5077,5.07042,0.21905,0.39866,1.04631,0.87509,0.93409,0.95461,0.81471,0.25469,0.26667,0.15844,0.03137,0.69349,6.26124,0.23515,0.65543,1.01036,0.00157783,0.00157783,0.00157783
7,186.188,0.49569,4.77399,0.2163,0.3859,1.05214,0.84027,1,0.92752,0.75121,0.36403,0.4,0.17791,0.02735,0.6499,5.28516,0.22791,1.0123,1.21855,0.00182476,0.00182476,0.00182476
8,207.583,0.46961,4.65268,0.21543,0.39687,1.06099,0.99827,1,0.995,0.90446,0.16644,0.16667,0.06538,0.01065,0.49704,6.98103,0.22825,0.59096,0.71224,0.0018614,0.0018614,0.0018614
9,244.424,0.47095,4.87655,0.21797,0.40978,1.0523,0.98976,1,0.995,0.9158,0.59385,0.6,0.39619,0.07743,0.40475,4.47137,0.17368,0.70202,0.65424,0.0018416,0.0018416,0.0018416
10,273.477,0.4513,4.34734,0.20184,0.39225,1.00857,0.9671,1,0.995,0.90338,0.45014,0.46667,0.34288,0.09286,0.47063,4.98561,0.18168,0.57635,0.72287,0.0018218,0.0018218,0.0018218
11,299.759,0.41598,4.10247,0.20567,0.37251,0.99986,0.96744,1,0.995,0.89971,0.16127,0.16667,0.07184,0.02091,0.46203,6.02006,0.20406,0.64544,0.76728,0.001802,0.001802,0.001802
12,327.195,0.38411,4.05176,0.21733,0.35617,0.99349,0.99819,1,0.995,0.91496,0.14913,0.13333,0.09913,0.01408,0.45716,6.95462,0.2371,0.48359,0.75876,0.0017822,0.0017822,0.0017822
13,352.938,0.38047,4.31189,0.20648,0.34181,0.98601,0.99805,1,0.995,0.85469,0.7319,0.73333,0.75266,0.15922,0.53533,4.31699,0.18611,0.4562,0.77802,0.0017624,0.0017624,0.0017624
14,380.368,0.36054,4.37209,0.20517,0.33108,0.97227,0.99825,1,0.995,0.91211,0.6322,0.63333,0.51863,0.17103,0.46861,3.73208,0.17821,0.43765,0.73932,0.0017426,0.0017426,0.0017426
15,416.143,0.37322,4.22794,0.20231,0.33666,1.00912,0.99445,0.93333,0.98955,0.86331,0.28004,0.23333,0.13064,0.02,0.5571,7.08233,0.19955,0.46234,0.78088,0.0017228,0.0017228,0.0017228
16,449.813,0.3779,3.88509,0.20009,0.31868,0.97778,0.98628,1,0.995,0.90579,0.46554,0.5,0.33447,0.07866,0.4548,4.83462,0.18874,0.40574,0.70868,0.001703,0.001703,0.001703
17,474.066,0.38532,3.85407,0.19537,0.32512,0.95915,0.96263,1,0.99403,0.87855,0.65712,0.66667,0.59455,0.15984,0.53355,4.04425,0.17653,0.4085,0.75225,0.0016832,0.0016832,0.0016832
18,500.994,0.4289,4.0264,0.19791,0.34998,1.00868,0.98804,1,0.995,0.91649,0.38046,0.42997,0.33626,0.07303,0.46547,5.55204,0.19291,0.40942,0.73103,0.0016634,0.0016634,0.0016634
19,530.397,0.38949,3.71679,0.19391,0.33641,0.9751,0.98553,1,0.995,0.87505,0.85412,0.86667,0.78193,0.25837,0.57551,3.5405,0.17263,0.42985,0.85795,0.0016436,0.0016436,0.0016436
20,590.374,0.36636,4.04164,0.19905,0.30712,0.97757,0.99495,1,0.995,0.94344,0.79596,0.8,0.8233,0.28707,0.38619,3.44023,0.17107,0.32108,0.68643,0.0016238,0.0016238,0.0016238
21,620.234,0.3826,3.84061,0.20217,0.31474,0.96906,0.9981,1,0.995,0.91877,0.86498,0.86667,0.80811,0.27792,0.39577,3.22213,0.16023,0.35249,0.71814,0.001604,0.001604,0.001604
22,647.406,0.34668,3.57456,0.18783,0.29748,0.9605,0.98297,1,0.995,0.94543,0.91709,0.93333,0.92992,0.34923,0.39211,2.88853,0.15799,0.34749,0.70629,0.0015842,0.0015842,0.0015842
23,685.093,0.3197,3.39125,0.18312,0.28184,0.95547,0.99761,1,0.995,0.91338,0.76483,0.76667,0.64505,0.26893,0.43837,3.29605,0.17085,0.29568,0.71102,0.0015644,0.0015644,0.0015644
24,707.349,0.32903,3.35621,0.17482,0.27948,0.97422,0.99777,1,0.995,0.90159,0.93125,0.93333,0.91492,0.30474,0.45385,3.11199,0.16896,0.30428,0.78148,0.0015446,0.0015446,0.0015446
25,740.801,0.30258,3.33733,0.18802,0.26374,0.93522,0.99797,1,0.995,0.91749,0.86491,0.86667,0.82943,0.32782,0.43373,3.0648,0.16014,0.28811,0.73912,0.0015248,0.0015248,0.0015248
26,765.823,0.3101,3.43259,0.18946,0.26576,0.9502,0.99779,1,0.995,0.92883,0.64464,0.66519,0.61777,0.1744,0.38102,3.93183,0.17571,0.27714,0.7068,0.001505,0.001505,0.001505
27,792.469,0.30151,3.7746,0.1796,0.27784,0.94327,0.99259,1,0.995,0.90991,0.76099,0.76667,0.72457,0.2523,0.42836,3.29257,0.1753,0.34616,0.68837,0.0014852,0.0014852,0.0014852
28,818.719,0.30646,3.43242,0.19404,0.26854,0.93157,0.99762,1,0.995,0.90604,0.39958,0.4,0.38001,0.084,0.42866,4.93779,0.18098,0.2979,0.699,0.0014654,0.0014654,0.0014654
29,849.093,0.31043,3.21651,0.18146,0.26401,0.94073,0.99325,1,0.995,0.88355,0.89393,0.9,0.8981,0.30942,0.53014,3.12872,0.16939,0.36163,0.79526,0.0014456,0.0014456,0.0014456
30,879.887,0.27052,3.22766,0.17643,0.26027,0.92106,0.99761,1,0.995,0.90952,0.83134,0.83333,0.78868,0.23061,0.46162,3.30598,0.16072,0.32929,0.76668,0.0014258,0.0014258,0.0014258
31,906.405,0.28839,3.47431,0.1824,0.25642,0.92932,0.99639,1,0.995,0.9408,0.67736,0.69981,0.57861,0.18112,0.39278,3.68832,0.17854,0.32243,0.69718,0.001406,0.001406,0.001406
32,927.986,0.27158,3.26558,0.17291,0.2514,0.91392,0.99495,1,0.995,0.92656,0.89546,0.9,0.85143,0.35578,0.41634,2.84682,0.17015,0.29911,0.72855,0.0013862,0.0013862,0.0013862
33,954.01,0.25082,2.90824,0.18019,0.22701,0.91439,0.99498,1,0.995,0.92523,0.78064,0.83047,0.7953,0.31885,0.40141,3.19078,0.16048,0.30402,0.70547,0.0013664,0.0013664,0.0013664
34,1004.22,0.27322,2.97616,0.16781,0.23357,0.94534,0.99749,1,0.995,0.93238,0.79799,0.8,0.72651,0.22888,0.40551,3.29417,0.16663,0.28017,0.71822,0.0013466,0.0013466,0.0013466
35,1031.46,0.28569,3.2302,0.17334,0.24811,0.92218,0.99812,1,0.995,0.92901,0.865,0.86667,0.87758,0.38948,0.39093,2.67025,0.15901,0.27548,0.68935,0.0013268,0.0013268,0.0013268
36,1068.77,0.29224,3.21121,0.17632,0.25642,0.93543,0.99814,1,0.995,0.93719,0.9316,0.93333,0.95119,0.43548,0.37316,2.72431,0.15448,0.27088,0.68294,0.001307,0.001307,0.001307
37,1103.19,0.2802,2.77938,0.17301,0.24486,0.91113,0.99821,1,0.995,0.92806,0.86511,0.86667,0.84447,0.26173,0.39401,3.35561,0.14798,0.27351,0.71599,0.0012872,0.0012872,0.0012872
38,1132,0.27455,2.84379,0.16129,0.23336,0.92434,0.9982,1,0.995,0.97739,0.9982,1,0.995,0.45822,0.36863,2.53715,0.15717,0.26048,0.70422,0.0012674,0.0012674,0.0012674
39,1165.21,0.26533,2.8727,0.16916,0.23788,0.93773,0.99808,1,0.995,0.9269,0.96481,0.96667,0.97369,0.3532,0.42631,2.87065,0.16047,0.30886,0.7243,0.0012476,0.0012476,0.0012476
40,1196.06,0.25346,2.91429,0.16415,0.23629,0.91877,0.99816,1,0.995,0.93327,0.89834,0.9,0.89516,0.3294,0.38401,2.79338,0.15298,0.28348,0.6899,0.0012278,0.0012278,0.0012278
41,1219.98,0.27144,2.79978,0.17395,0.24367,0.92899,0.99813,1,0.995,0.95593,0.96486,0.96667,0.95698,0.4512,0.3744,2.5041,0.14802,0.25767,0.69486,0.001208,0.001208,0.001208
42,1250.37,0.26141,2.76784,0.18011,0.23953,0.89923,0.99818,1,0.995,0.93446,0.86509,0.86667,0.80344,0.37969,0.42628,2.92833,0.14925,0.33978,0.70774,0.0011882,0.0011882,0.0011882
43,1275.93,0.2643,2.61824,0.17016,0.23798,0.90856,0.99808,1,0.995,0.94331,0.79843,0.8,0.713,0.31781,0.37019,2.85829,0.16929,0.30947,0.69186,0.0011684,0.0011684,0.0011684
44,1308.69,0.25684,2.57718,0.16194,0.2291,0.92492,0.99825,1,0.995,0.94811,0.9317,0.93333,0.92094,0.43007,0.3482,2.60729,0.15757,0.25435,0.68094,0.0011486,0.0011486,0.0011486
45,1334.88,0.26098,2.7103,0.15877,0.23198,0.90701,0.99818,1,0.995,0.93462,0.83181,0.83333,0.80957,0.32945,0.37153,2.98146,0.14784,0.24807,0.69997,0.0011288,0.0011288,0.0011288
46,1358.99,0.25062,2.98968,0.15822,0.23522,0.90254,0.99811,1,0.995,0.94252,0.89827,0.9,0.88541,0.30734,0.37291,3.12559,0.15782,0.25522,0.67385,0.001109,0.001109,0.001109
47,1380.28,0.26183,2.88294,0.17207,0.22912,0.89545,0.99757,1,0.995,0.95963,0.93107,0.93333,0.90961,0.4451,0.34449,2.51944,0.14779,0.24482,0.66054,0.0010892,0.0010892,0.0010892
48,1415.64,0.25589,2.714,0.16554,0.22415,0.92214,0.99816,1,0.995,0.93541,0.96489,0.96667,0.95898,0.38355,0.40337,2.77307,0.15203,0.2903,0.70733,0.0010694,0.0010694,0.0010694
49,1445.24,0.25892,2.61786,0.17023,0.22899,0.90038,0.99813,1,0.995,0.94403,0.93159,0.93333,0.91039,0.34702,0.39664,2.88914,0.16066,0.30244,0.69047,0.0010496,0.0010496,0.0010496
50,1476.07,0.23881,2.49005,0.16706,0.21517,0.91204,0.99814,1,0.995,0.95221,0.96487,0.96667,0.97477,0.37964,0.38453,2.83013,0.16859,0.3067,0.70778,0.0010298,0.0010298,0.0010298
51,1504.79,0.23796,2.45458,0.16138,0.22178,0.88052,0.99802,1,0.995,0.93697,0.93149,0.93333,0.8995,0.41311,0.38164,2.71776,0.16522,0.28829,0.70586,0.00101,0.00101,0.00101
52,1533.61,0.24842,2.43155,0.16443,0.2203,0.90899,0.99679,1,0.995,0.93944,0.86382,0.86667,0.8193,0.31562,0.35541,3.10721,0.15859,0.24908,0.65902,0.0009902,0.0009902,0.0009902
53,1578.59,0.2494,2.48409,0.16198,0.21389,0.90728,0.99791,1,0.995,0.93204,0.86486,0.86667,0.81862,0.41105,0.38695,2.8761,0.15787,0.25668,0.6604,0.0009704,0.0009704,0.0009704
54,1600.22,0.2363,2.39723,0.16715,0.20786,0.90121,1,1,0.995,0.96095,0.96667,0.96667,0.96473,0.54677,0.37631,2.32721,0.15157,0.24655,0.69406,0.0009506,0.0009506,0.0009506
55,1663.06,0.22448,2.36364,0.16526,0.20838,0.88786,0.99793,1,0.995,0.935,0.99793,1,0.995,0.56436,0.41958,2.20435,0.14937,0.26003,0.70113,0.0009308,0.0009308,0.0009308
56,1691.78,0.22996,2.31735,0.15759,0.21386,0.89095,0.99802,1,0.995,0.95242,0.99802,1,0.995,0.51234,0.36226,2.26784,0.14581,0.23971,0.67496,0.000911,0.000911,0.000911
57,1713.6,0.2318,2.34042,0.1563,0.2064,0.90714,0.99824,1,0.995,0.93913,0.99824,1,0.995,0.53943,0.39258,2.14487,0.14233,0.27075,0.6806,0.0008912,0.0008912,0.0008912
58,1739.09,0.22456,2.45054,0.16466,0.20869,0.88276,0.99822,1,0.995,0.94924,0.99822,1,0.995,0.50879,0.3643,2.37137,0.14209,0.25501,0.66264,0.0008714,0.0008714,0.0008714
59,1767.66,0.23064,2.39229,0.15708,0.21288,0.90752,0.99819,1,0.995,0.95425,0.99819,1,0.995,0.46398,0.33264,2.29202,0.14368,0.23597,0.64486,0.0008516,0.0008516,0.0008516
60,1792.76,0.23147,2.20711,0.16104,0.20633,0.88309,0.99814,1,0.995,0.93069,0.86506,0.86667,0.87345,0.45155,0.43479,2.52322,0.14007,0.28141,0.71573,0.0008318,0.0008318,0.0008318
61,1824.65,0.22685,2.3461,0.16745,0.21605,0.897,0.9973,1,0.995,0.95382,0.79779,0.8,0.74586,0.38026,0.38397,2.80965,0.15754,0.29528,0.68133,0.000812,0.000812,0.000812
62,1850.28,0.2249,2.54148,0.16687,0.2133,0.89788,0.99822,1,0.995,0.95528,0.99822,1,0.995,0.56061,0.35536,2.10833,0.14276,0.27311,0.65489,0.0007922,0.0007922,0.0007922
63,1884.63,0.22099,2.1955,0.15725,0.2005,0.88559,0.99825,1,0.995,0.95066,0.99825,1,0.995,0.52584,0.33246,2.15867,0.14242,0.24761,0.63757,0.0007724,0.0007724,0.0007724
64,1908.99,0.22477,2.35191,0.15608,0.20332,0.90731,0.9981,1,0.995,0.94247,0.9981,1,0.995,0.53217,0.37037,2.16034,0.13593,0.23423,0.66654,0.0007526,0.0007526,0.0007526
65,1934.53,0.22118,2.35936,0.15815,0.20079,0.87104,0.99802,1,0.995,0.95128,0.96476,0.96667,0.95035,0.52204,0.34948,2.31961,0.14405,0.24473,0.65191,0.0007328,0.0007328,0.0007328
66,1959.88,0.21845,2.33096,0.16739,0.19873,0.88246,0.99827,1,0.995,0.97238,0.99827,1,0.995,0.5815,0.33715,2.21554,0.14437,0.24403,0.64508,0.000713,0.000713,0.000713
67,1993.52,0.22148,2.2377,0.16688,0.19605,0.88156,0.99824,1,0.995,0.97891,0.96507,0.96667,0.98131,0.60464,0.33974,2.09158,0.14003,0.25755,0.6519,0.0006932,0.0006932,0.0006932
68,2030.13,0.22553,2.26948,0.15918,0.19416,0.87953,0.99821,1,0.995,0.96833,0.86511,0.86667,0.89681,0.53423,0.33121,2.54779,0.14798,0.22653,0.63847,0.0006734,0.0006734,0.0006734
69,2054.6,0.21416,2.16011,0.15214,0.19318,0.88546,0.99818,1,0.995,0.94988,0.99818,1,0.995,0.58894,0.36757,1.96684,0.14198,0.23247,0.66506,0.0006536,0.0006536,0.0006536
70,2079.58,0.22307,2.16036,0.15426,0.19296,0.88855,0.99823,1,0.995,0.97586,0.99823,1,0.995,0.60875,0.31016,1.95088,0.14156,0.20703,0.62226,0.0006338,0.0006338,0.0006338
71,2117.19,0.20726,2.08938,0.15458,0.19641,0.88434,0.99824,1,0.995,0.96511,0.99824,1,0.995,0.60916,0.34059,1.97475,0.14258,0.22406,0.64073,0.000614,0.000614,0.000614
72,2144.63,0.21122,2.07047,0.16005,0.19756,0.90181,0.99827,1,0.995,0.95472,0.99827,1,0.995,0.59963,0.37592,1.92509,0.14378,0.22102,0.66919,0.0005942,0.0005942,0.0005942
73,2170.49,0.21417,2.04627,0.15783,0.19682,0.87869,0.99825,1,0.995,0.96605,0.99825,1,0.995,0.56254,0.35707,2.08571,0.14325,0.261,0.66073,0.0005744,0.0005744,0.0005744
74,2201.76,0.21429,2.01666,0.14853,0.20365,0.89473,0.99825,1,0.995,0.96775,0.96498,0.96667,0.97031,0.55046,0.35635,2.15829,0.14281,0.24899,0.65619,0.0005546,0.0005546,0.0005546
75,2236.16,0.2062,2.1022,0.15849,0.19418,0.88393,0.99827,1,0.995,0.97897,0.96499,0.96667,0.97602,0.59691,0.32204,2.06213,0.14686,0.23218,0.63453,0.0005348,0.0005348,0.0005348
76,2268.56,0.21205,2.03538,0.1546,0.19984,0.8761,0.99822,1,0.995,0.96171,0.99822,1,0.995,0.59471,0.34213,1.97965,0.14086,0.23072,0.65938,0.000515,0.000515,0.000515
77,2295.19,0.20026,2.0318,0.15371,0.19414,0.87614,0.99824,1,0.995,0.97343,0.96497,0.96667,0.96565,0.60986,0.32602,1.93605,0.14552,0.23517,0.65179,0.0004952,0.0004952,0.0004952
78,2323.13,0.20118,1.89824,0.14846,0.19365,0.8785,0.99819,1,0.995,0.96446,0.99819,1,0.995,0.61638,0.33112,1.87975,0.13678,0.23564,0.63912,0.0004754,0.0004754,0.0004754
79,2357.65,0.20365,2.07045,0.15428,0.18382,0.88644,0.99812,1,0.995,0.96597,0.96485,0.96667,0.96798,0.61507,0.31991,1.86358,0.13693,0.2182,0.63635,0.0004556,0.0004556,0.0004556
80,2381.73,0.18299,2.01339,0.15083,0.17981,0.89011,0.99823,1,0.995,0.98357,0.99823,1,0.995,0.60281,0.31055,2.00911,0.13824,0.21587,0.62096,0.0004358,0.0004358,0.0004358
81,2417.2,0.18719,1.9495,0.15296,0.1768,0.87397,0.99819,1,0.995,0.97314,0.99819,1,0.995,0.61538,0.31139,1.84657,0.13648,0.20597,0.62,0.000416,0.000416,0.000416
82,2454.79,0.18291,1.93944,0.15009,0.1686,0.87792,0.99817,1,0.995,0.96757,0.9649,0.96667,0.94865,0.57507,0.3312,2.02783,0.14049,0.21551,0.63013,0.0003962,0.0003962,0.0003962
83,2482.98,0.1856,1.93536,0.14488,0.17274,0.86437,0.99817,1,0.995,0.97259,0.9649,0.96667,0.95698,0.62874,0.30418,1.86624,0.13819,0.2159,0.61236,0.0003764,0.0003764,0.0003764
84,2513.65,0.19061,1.94346,0.15053,0.16896,0.88047,0.99827,1,0.995,0.97474,0.99827,1,0.995,0.64317,0.30152,1.78486,0.13866,0.20347,0.61041,0.0003566,0.0003566,0.0003566
85,2572.73,0.19437,1.99947,0.15064,0.17879,0.88004,0.99827,1,0.995,0.96793,0.965,0.96667,0.95617,0.61175,0.32949,1.88808,0.13846,0.25081,0.64213,0.0003368,0.0003368,0.0003368
86,2599.49,0.19564,1.84918,0.14856,0.18128,0.88346,1,1,0.995,0.97513,1,1,0.995,0.59931,0.31812,1.8719,0.14435,0.25026,0.63626,0.000317,0.000317,0.000317
87,2626.75,0.18353,1.78903,0.14268,0.17385,0.85366,0.99827,1,0.995,0.97998,0.93172,0.93333,0.94525,0.63758,0.32663,1.83575,0.13619,0.22814,0.61634,0.0002972,0.0002972,0.0002972
88,2657.94,0.19038,1.85688,0.15103,0.17952,0.885,0.99827,1,0.995,0.98859,0.93172,0.93333,0.93483,0.62616,0.28984,1.8702,0.13931,0.22573,0.60605,0.0002774,0.0002774,0.0002774
89,2684.98,0.17194,1.73972,0.1452,0.17257,0.86574,1,1,0.995,0.97562,0.96667,0.96667,0.9624,0.61564,0.31242,1.88375,0.13862,0.23265,0.62556,0.0002576,0.0002576,0.0002576
90,2711.56,0.17752,1.762,0.14571,0.17385,0.86347,0.99827,1,0.995,0.96754,0.93171,0.93333,0.94003,0.6104,0.32557,1.93513,0.13745,0.22055,0.6228,0.0002378,0.0002378,0.0002378
91,2743.63,0.17858,1.79044,0.15029,0.16735,0.86073,0.99826,1,0.995,0.97896,0.93167,0.93333,0.93873,0.63883,0.30421,1.91743,0.13707,0.20432,0.60605,0.000218,0.000218,0.000218
92,2765.52,0.17183,1.83444,0.14003,0.16591,0.87384,0.99827,1,0.995,0.98265,0.99827,1,0.995,0.65101,0.29818,1.7867,0.13397,0.20205,0.60658,0.0001982,0.0001982,0.0001982
93,2801.1,0.17354,1.78267,0.1481,0.16219,0.85643,0.99826,1,0.995,0.97192,0.99826,1,0.995,0.66708,0.30337,1.71345,0.1363,0.19398,0.60848,0.0001784,0.0001784,0.0001784
94,2832.39,0.1658,1.75684,0.1438,0.16087,0.85449,0.99827,1,0.995,0.97778,0.99827,1,0.995,0.63769,0.29965,1.77414,0.13444,0.18859,0.60699,0.0001586,0.0001586,0.0001586
95,2861.64,0.16708,1.7419,0.14446,0.16442,0.87111,0.99827,1,0.995,0.9785,0.99827,1,0.995,0.62524,0.29553,1.77271,0.13327,0.18901,0.60421,0.0001388,0.0001388,0.0001388
96,2891.14,0.17441,1.76698,0.13974,0.15755,0.88869,1,1,0.995,0.9792,1,1,0.995,0.63799,0.29471,1.73561,0.1349,0.19426,0.60368,0.000119,0.000119,0.000119
97,2947.5,0.16649,1.8305,0.14641,0.16014,0.87611,1,1,0.995,0.97854,0.96667,0.96667,0.96673,0.62336,0.29628,1.80524,0.13585,0.20168,0.60784,9.92e-05,9.92e-05,9.92e-05
98,2977.62,0.17025,1.74681,0.15618,0.15899,0.8621,1,1,0.995,0.98161,0.96667,0.96667,0.9614,0.61944,0.29512,1.78328,0.13482,0.19786,0.60492,7.94e-05,7.94e-05,7.94e-05
99,3008.78,0.16178,1.74675,0.14372,0.15642,0.87687,1,1,0.995,0.98416,1,1,0.995,0.63562,0.28504,1.75665,0.1348,0.18818,0.59564,5.96e-05,5.96e-05,5.96e-05
100,3035.08,0.15889,1.74105,0.1454,0.1556,0.86506,1,1,0.995,0.98416,1,1,0.995,0.63609,0.28164,1.73556,0.13364,0.18607,0.5916,3.98e-05,3.98e-05,3.98e-05
